zoom,tile_x,tile_y,sha256,path
17,128136,83154,962260a1ff995ecdd3d375d742ca784dd31001049ecc83e4fcaefe4687f5b691,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83154.jpg
17,128136,83155,64af36c6a60baa442bf60f47baddfddc164993c3af74c6e03c12355646679f36,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83155.jpg
17,128136,83156,c94ce3467bc36c086d9087bb441e9c01439e0c5086288f7174d57f5cddaa94fa,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83156.jpg
17,128136,83157,4b2ab1ed06566f3c36efe30d5fd3175099ccadcc075dddd008fbf30660ed8afc,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83157.jpg
17,128136,83158,aaaf4f80ac10d6cb564349ffabcebca2adc26a6277ab8a19ee44a3be46d4608c,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83158.jpg
17,128136,83159,83fb535f1ec6e78796e057ace6af651c5bf24aabd3c04a03791e7a6377568da7,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83159.jpg
17,128136,83160,f68a477a5e5c737d358fe68afb99a97953c102fcc29d5859a06e3a2f394fbad5,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83160.jpg
17,128136,83161,48038ba19162aa645b252fd16882bdce66f2c8b4cc5dd23b72e3cdd86b237b50,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83161.jpg
17,128136,83162,d353b9ad2561da9d113d7b3e26ccc50c3058f7459f094b7d4b438ddf967822d4,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83162.jpg
17,128136,83163,633ee6954f6b774c23fa058ddde9a94edcdc1ec9558f9a89f1196cb265712902,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83163.jpg
17,128136,83164,37dd07e98f31c24f83d75726ba5d83758a254f941a8f229fc3bde9e8e2cdb00c,/home/jovyan/healpix-resample/notebooks/data/multi_patch_latitude/esri_tile_cache/z17/x128136/y83164.jpg
