scene,method,n_cells,rmse,mae,bias,corr,psnr,scene_class,region_id
region__water__caspian_sea,classical_cubic,28663,0.0036247250113217765,0.0008457919358496225,-5.671610457941147e-06,0.9948201387823437,39.4491848585573,water,caspian_sea
region__water__caspian_sea,richardson_lucy,28663,0.0031975305538959734,0.0007381463132306611,-6.368568668314364e-05,0.9960278941606826,40.53839208813639,water,caspian_sea
region__water__great_salt_lake,psf_aware,28716,0.006257656249352622,0.004108208859515009,-1.0787681661528588e-05,0.931312132192142,31.180796942297974,water,great_salt_lake
region__water__great_salt_lake,classical_nearest,28716,0.00858523514062395,0.005767819846703043,-5.781139671462112e-06,0.8744369397759104,28.433987100631235,water,great_salt_lake
region__water__great_salt_lake,classical_linear,28716,0.008792067628992368,0.005969945007686346,-1.0026016637531392e-05,0.8725634191496981,28.227210590441416,water,great_salt_lake
region__water__great_salt_lake,classical_cubic,28716,0.007958344410471186,0.00537403308862862,-9.681429101125928e-06,0.8960205164199944,29.092576390741964,water,great_salt_lake
region__water__great_salt_lake,richardson_lucy,28716,0.007189685049494127,0.004432433598114016,-0.00010745676276137161,0.9114286206043639,29.974833668351877,water,great_salt_lake
region__water__lake_baikal,psf_aware,29887,0.0006634038991118854,0.0005086688166820468,3.5544806215655957e-07,0.6939997807296526,22.934098608535642,water,lake_baikal
region__water__lake_baikal,classical_nearest,29887,0.0007593331269460337,0.0005883077539008232,4.5081983147250783e-07,0.5957710647347021,21.761012063450693,water,lake_baikal
region__water__lake_baikal,classical_linear,29887,0.0007780163227996699,0.0006049683187411817,1.6023974060338182e-07,0.5711808814823977,21.549884831226006,water,lake_baikal
region__water__lake_baikal,classical_cubic,29887,0.0007512280911217478,0.0005830932284174692,2.0631772505298497e-07,0.609625900753048,21.854222615183133,water,lake_baikal
region__water__lake_baikal,richardson_lucy,29887,0.0006938889696039315,0.0005342259236642619,2.9460923657044116e-07,0.6684027251209208,22.543859327305398,water,lake_baikal
region__water__lake_constance,psf_aware,29915,0.00044185309641522387,0.0003069933088250071,8.650965578935028e-07,0.8858677597188716,37.22454295768064,water,lake_constance
region__water__lake_constance,classical_nearest,29915,0.0005021389873454228,0.00034506330869004775,1.6527831337732077e-06,0.8508138390960455,36.11362216521837,water,lake_constance
region__water__lake_constance,classical_linear,29915,0.0005122552537099375,0.00035315010894028295,8.483382619664598e-07,0.8443898480701456,35.94037258865843,water,lake_constance
region__water__lake_constance,classical_cubic,29915,0.0004921770191129577,0.0003405951013308832,8.346450337793005e-07,0.8574447216204722,36.28767438094179,water,lake_constance
region__water__lake_constance,richardson_lucy,29915,0.00046573922671012675,0.00031615500311134813,1.5717571358128414e-07,0.8729356068098497,36.76724465817192,water,lake_constance
region__water__lake_geneva,psf_aware,29887,0.0011375189644181605,0.00037103942543694244,1.1438428793468587e-07,0.9762674818635831,44.47416576081081,water,lake_geneva
region__water__lake_geneva,classical_nearest,29887,0.0015454075478664087,0.0004677759308422687,9.703171414944791e-06,0.9563046469038777,41.812478096769354,water,lake_geneva
region__water__lake_geneva,classical_linear,29887,0.0015986424906296532,0.0004847038221567112,7.976714297782567e-06,0.9535560313512846,41.518311637782205,water,lake_geneva
region__water__lake_geneva,classical_cubic,29887,0.0014303462272150119,0.00044454738282127923,5.511202851535545e-06,0.9629962560220484,42.484515181756606,water,lake_geneva
region__water__lake_geneva,richardson_lucy,29887,0.0012884722986254496,0.00038463669118994365,-1.5095972206777475e-06,0.9697877198240772,43.39183695910147,water,lake_geneva
region__water__lake_michigan,psf_aware,29909,0.0003991155201377846,0.0003056765343633816,3.286749184312973e-06,0.7304861606202877,22.129430717689196,water,lake_michigan
region__water__lake_michigan,classical_nearest,29909,0.0004407415583646163,0.0003395495655280349,3.2085175586901034e-06,0.663907066849645,21.267722984344285,water,lake_michigan
region__water__lake_michigan,classical_linear,29909,0.00044957945192843074,0.00034728627498728244,3.255228419351962e-06,0.6471746100821082,21.095273971426145,water,lake_michigan
region__water__lake_michigan,classical_cubic,29909,0.00043645124052924596,0.0003362169373802784,3.250956709964284e-06,0.6730228530426146,21.35268839771406,water,lake_michigan
