patch_id,scene_class,region_id,location,anchor_lat,anchor_lon,patch_lat,patch_lon,abs_latitude_band,utm_epsg,east_offset_m,north_offset_m,patch_row,patch_col
agriculture__western_australia__r2c2,agriculture,western_australia,Western Australian wheat belt,-31.5,117.0,-31.463902885463376,117.04210491295811,30-45,32750,4000.0,4000.0,2,2
agriculture__mato_grosso__r0c0,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-13.036305061804198,-56.03674117298044,00-15,32721,-4000.0,-4000.0,0,0
agriculture__mato_grosso__r0c1,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-13.036165273811926,-55.99985496760605,00-15,32721,0.0,-4000.0,0,1
agriculture__mato_grosso__r0c2,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-13.036020235583045,-55.962969200399336,00-15,32721,4000.0,-4000.0,0,2
agriculture__mato_grosso__r1c0,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-13.000139387050169,-56.036880858509534,00-15,32721,-4000.0,0.0,1,0
agriculture__mato_grosso__r1c1,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-13.000000000000002,-56.0,00-15,32721,0.0,0.0,1,1
agriculture__mato_grosso__r1c2,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-12.999855377771578,-55.96311957935426,00-15,32721,4000.0,0.0,1,2
agriculture__mato_grosso__r2c0,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-12.963973610301924,-56.03702012231636,00-15,32721,-4000.0,4000.0,2,0
agriculture__mato_grosso__r2c1,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-12.963834624082315,-56.00014459453,00-15,32721,0.0,4000.0,2,1
agriculture__mato_grosso__r2c2,agriculture,mato_grosso,"Mato Grosso, Brazil",-13.0,-56.0,-12.963690417738613,-55.96326950430455,00-15,32721,4000.0,4000.0,2,2
