scene,psf_config,assumed_fwhm_m,npt,snr,noise_std,lam,rmse_vs_no_psf,noise_model,realization,seed,n_cells,rmse_clean,noise_penalty,noise_penalty_lam0,rmse_noisy_lam0,regularization_noise_gain,regularization_noise_gain_pct
urban,matched,12.5,22,100.0,0.0013009534832244293,1.0,0.09940023878102518,correlated,6,2340,169675,0.09939127549633432,8.963284690854945e-06,1.46421945780989e-05,0.0683289305365839,5.678909887243955e-06,0.008311135331180717
urban,matched,12.5,22,100.0,0.0013009534832244293,0.0,0.06832798419524089,correlated,7,2341,169675,0.0683142883420058,1.3695853235087818e-05,1.3695853235087818e-05,0.06832798419524089,0.0,0.0
urban,matched,12.5,22,100.0,0.0013009534832244293,0.001,0.06840911141342693,correlated,7,2341,169675,0.0683953330813333,1.3778332093622447e-05,1.3695853235087818e-05,0.06832798419524089,-8.247885853462922e-08,-0.00012071021779151792
urban,matched,12.5,22,100.0,0.0013009534832244293,0.01,0.06927860934169705,correlated,7,2341,169675,0.06926453552915494,1.4073812542106379e-05,1.3695853235087818e-05,0.06832798419524089,-3.779593070185605e-07,-0.0005531544819741452
urban,matched,12.5,22,100.0,0.0013009534832244293,0.1,0.07774996130247457,correlated,7,2341,169675,0.07773709273896316,1.2868563511403419e-05,1.3695853235087818e-05,0.06832798419524089,8.27289723684399e-07,0.0012107626669045223
urban,matched,12.5,22,100.0,0.0013009534832244293,1.0,0.09940081820868493,correlated,7,2341,169675,0.09939127549633432,9.542712350610327e-06,1.3695853235087818e-05,0.06832798419524089,4.153140884477491e-06,0.006078242953297547
urban,matched,12.5,22,100.0,0.0013009534832244293,0.0,0.06833066511342116,correlated,8,2342,169675,0.0683142883420058,1.6376771415360647e-05,1.6376771415360647e-05,0.06833066511342116,0.0,0.0
urban,matched,12.5,22,100.0,0.0013009534832244293,0.001,0.06841148828161933,correlated,8,2342,169675,0.0683953330813333,1.6155200286027682e-05,1.6376771415360647e-05,0.06833066511342116,2.2157112933296474e-07,0.00032426309471037895
urban,matched,12.5,22,100.0,0.0013009534832244293,0.01,0.0692794869728305,correlated,8,2342,169675,0.06926453552915494,1.4951443675553788e-05,1.6376771415360647e-05,0.06833066511342116,1.4253277398068587e-06,0.0020859269223283223
urban,matched,12.5,22,100.0,0.0013009534832244293,0.1,0.07774899631451315,correlated,8,2342,169675,0.07773709273896316,1.190357554999022e-05,1.6376771415360647e-05,0.06833066511342116,4.473195865370427e-06,0.006546395908696965
