scene,psf_config,assumed_fwhm_m,snr,noise_std,lam,noise_model,rmse_vs_no_psf,rmse_std,noise_penalty,noise_penalty_std,regularization_noise_gain,regularization_noise_gain_std,regularization_noise_gain_pct,regularization_noise_gain_pct_std,n_realizations,n_cells
agriculture,minus50,6.25,10.0,0.013172875992319514,0.1,white,0.026231977462908996,2.9445001160527505e-05,0.0036996008848310265,2.9445001160527732e-05,0.00022228950701316358,6.098164404150266e-05,0.8431442653239184,0.22840629237606658,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,1.0,correlated,0.026545006960092543,1.371004031224923e-05,0.003460999913241949,1.3710040312249187e-05,0.00017885495808182098,2.678093382943939e-05,0.686058930368027,0.1020470030050621,10,169103
agriculture,minus50,6.25,10.0,0.013172875992319514,1.0,white,0.02617492463541769,2.826043450110888e-05,0.003090917588567099,2.8260434501108785e-05,0.000830972803277091,6.1235731907285e-05,3.153248398853305,0.2237475857076218,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.0,correlated,0.02340452956852177,1.8852042898200934e-05,0.000977587051655532,1.885204289820176e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.0,white,0.02347309588303615,4.309788995031256e-05,0.001046153366169912,4.3097889950312274e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.001,correlated,0.023374464406967034,1.1540727882343979e-05,0.0009660679407292045,1.154072788234406e-05,1.1519110926327612e-05,1.2259351967748162e-05,0.04918685656769615,0.05235944952283205,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.001,white,0.023445958901287263,2.1035418875035034e-05,0.001037562435049435,2.1035418875035587e-05,8.590931120477236e-06,2.67543006766569e-05,0.03642546258345212,0.11373590055858189,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.01,correlated,0.023382656893174193,1.144722183026101e-05,0.0009634922100731954,1.144722183026067e-05,1.4094841582336718e-05,1.3152820843462741e-05,0.06019008565932925,0.05617099873488536,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.01,white,0.023443369423112287,1.4460490933487892e-05,0.0010242047400112904,1.4460490933488539e-05,2.1948626158621586e-05,3.785267527454746e-05,0.09325458961892931,0.16080624705545074,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.1,correlated,0.02348808659723209,1.1596415088349296e-05,0.0009557100191541206,1.1596415088349537e-05,2.1877032501411638e-05,1.3253247879176586e-05,0.09344095924886628,0.056579047410590055,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,0.1,white,0.023513667395354265,1.4264528184458502e-05,0.0009812908172762973,1.426452818445837e-05,6.486254889361484e-05,3.8329255010497614e-05,0.27607346884982525,0.16251364898153917,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,1.0,correlated,0.024003596082040505,1.2296040849120472e-05,0.0009195890351899122,1.22960408491202e-05,5.799801646561992e-05,1.384278931100143e-05,0.2477744143119601,0.05900594468372113,10,169103
agriculture,minus50,6.25,20.0,0.006586437996159757,1.0,white,0.023895109055554673,1.3877007291316686e-05,0.0008111020087040798,1.3877007291316948e-05,0.00023505135746583228,3.7974307460959496e-05,1.0011147461451366,0.15973728010253346,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.0,correlated,0.02258358698071352,3.3582871391677804e-06,0.00015664446384728095,3.3582871391677584e-06,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.0,white,0.02260196393105496,1.5887232559733812e-05,0.00017502141418872103,1.5887232559734025e-05,0.0,0.0,0.0,0.0,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.001,correlated,0.022564205083944102,4.186697765077913e-06,0.00015580861770627224,4.186697765078448e-06,8.358461410087198e-07,3.895559392222803e-06,0.003700335108583316,0.017246991402218793,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.001,white,0.02257995283773396,7.381665494282171e-06,0.00017155637149613052,7.381665494281438e-06,3.4650426925905003e-06,1.0687588415555194e-05,0.015303231207893212,0.04726855120547682,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.01,correlated,0.022574693441550213,4.413398478309803e-06,0.00015552875844921515,4.413398478309759e-06,1.1157053980657972e-06,4.269635945406743e-06,0.00493945296072532,0.018903022194689187,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.01,white,0.022588849686485942,6.989836350681927e-06,0.00016968500338494577,6.989836350681172e-06,5.336410803775254e-06,1.1637832162541621e-05,0.023580540350270972,0.05146865183361821,10,169103
agriculture,minus50,6.25,50.0,0.0026345751984639025,0.1,correlated,0.02268656812112351,4.507270602613665e-06,0.0001541915430455447,4.507270602613413e-06,2.452920801736258e-06,4.314694098377031e-06,0.010860675347341704,0.01910235318987178,10,169103
